Notes,County,County Code,Education,Education Code,Single/Multi Race 31,Single/Multi Race 31 Code,Cause of death,Cause of death Code,Sex,Sex Code,Deaths
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Male,M,32
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Female,F,10
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Female,F,14
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,53
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,33
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,Female,F,15
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,36
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,35
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Male,M,11
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Female,F,18
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Male,M,13
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,133
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,103
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,30
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,45
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,Black (only),2,Unspecified dementia,F03,Female,F,21
NA,"Hampden County, MA",25013,High school graduate or GED completed,3,Black (only),2,"Acute myocardial infarction, unspecified",I21.9,Male,M,11
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,10
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,15
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,59
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Male,M,22
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,11
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,13
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,13
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,25
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,10
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,12
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Female,F,12
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Male,M,16
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,11
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,25
NA,"Hampden County, MA",25013,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,10
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Female,F,55
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Male,M,16
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,17
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,12
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,18
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,13
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,19
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,Congestive heart failure,I50.0,Female,F,20
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,"Heart failure, unspecified",I50.9,Female,F,14
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,14
NA,"Hampden County, MA",25013,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,21
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Female,F,73
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Male,M,49
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,14
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,14
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,17
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,21
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,33
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Congestive heart failure,I50.0,Female,F,16
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Congestive heart failure,I50.0,Male,M,19
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,14
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,11
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,12
NA,"Hampden County, MA",25013,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,12
NA,"Hampden County, MA",25013,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Female,F,26
NA,"Hampden County, MA",25013,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Male,M,35
NA,"Hampden County, MA",25013,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,14
NA,"Hampden County, MA",25013,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Male,M,12
NA,"Hampshire County, MA",25015,9th through 12th grade with no diploma,2,White (only),1,Unspecified dementia,F03,Female,F,15
NA,"Hampshire County, MA",25015,9th through 12th grade with no diploma,2,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,10
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Female,F,103
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Male,M,47
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,16
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Male,M,11
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,24
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,30
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,11
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,29
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,39
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,12
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Female,F,17
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,10
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Female,F,34
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Male,M,25
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Female,F,17
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Male,M,12
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,16
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,18
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,11
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,32
NA,"Hampshire County, MA",25015,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,30
NA,"Hampshire County, MA",25015,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,29
NA,"Hampshire County, MA",25015,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,14
NA,"Hampshire County, MA",25015,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,12
NA,"Hampshire County, MA",25015,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Female,F,15
NA,"Hampshire County, MA",25015,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,10
NA,"Hampshire County, MA",25015,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Female,F,34
NA,"Hampshire County, MA",25015,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Male,M,14
NA,"Hampshire County, MA",25015,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,17
NA,"Hampshire County, MA",25015,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Congestive heart failure,I50.0,Male,M,10
NA,"Hampshire County, MA",25015,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Female,F,27
NA,"Hampshire County, MA",25015,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Female,F,12
NA,"Hampshire County, MA",25015,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Male,M,11
NA,"Hampshire County, MA",25015,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,13
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Unspecified dementia,F03,Female,F,84
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Unspecified dementia,F03,Male,M,64
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,22
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,12
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,15
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,15
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,37
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,44
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Atrial fibrillation and flutter,I48,Female,F,10
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Atrial fibrillation and flutter,I48,Male,M,12
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,Congestive heart failure,I50.0,Female,F,22
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Heart failure, unspecified",I50.9,Female,F,22
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,15
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,11
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,13
NA,"Middlesex County, MA",25017,8th grade or less,1,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,16
NA,"Middlesex County, MA",25017,8th grade or less,1,Asian (only),4,Unspecified dementia,F03,Female,F,25
NA,"Middlesex County, MA",25017,8th grade or less,1,Asian (only),4,Atherosclerotic heart disease,I25.1,Female,F,10
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,Unspecified dementia,F03,Female,F,64
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,Unspecified dementia,F03,Male,M,29
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,17
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,10
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,15
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,24
NA,"Middlesex County, MA",25017,9th through 12th grade with no diploma,2,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,34
